English,Nyoro
"I beg you, then, eat some food; you need it in order to survive. Not even a hair of your heads will be lost.” ",Nikyo mbesengererize okulya ha byokulya; baitu nikyo kirabajuna: baitu tihabulie kasoke kamu ha mitwe yanyu nomu. 
we shall also live with him.,Ekigambo kinu kyokwesiga ngu Obuturaba twafire hamu nauwe. Kandi tulyomera hamu nauwe: 
"You, too, are built upon the foundation laid by the apostles and prophets,","mwombekerwe ha miganda yabakwenda nabanabi, Kristo Yesu wenka niryo ibale erikuru eryaha karugu: "
"Last of all, the woman died. ",Hanyuma nomukazi yafa. 
"It is the same with you; when you have done all you have been told to do, say, ‘We are ordinary servants; we have only done our duty.’”","Nukwo nainywe, obumulikamara okukora byona ebimwaragirwe, mugambege ngu Tuli bairu rubale abatarukugasa; ebitukozire nibyo byatuhikirire okukora."
"You are patient, you have suffered for my sake, and you have not given up. ","kandi oyina okugumisiriza, kandi wagumangana obwiraba lyange, kunu otajwahe. "
"When that day comes, you will know that I am in my Father and that you are in me, just as I am in you.","Ha kiro eki mulimanya ngu nyowe ndi omuli Isenyowe, nainywe omu nyowe, nanyowe omulinywe. "
Then she turned around and saw Jesus standing there; but she did not know that it was Jesus. ,"Obuyamazire kugamba ati yakubuka enyuma yarora Yesu ayemerire, atarukumanya nuwe Yesu. "
"Many of the believers came, publicly admitting and revealing what they had done. ","Kandi baingi hali abo abaikirize bakaija, nibatura nibamanyisa engeso zabu. "
"Now, I assure you that wherever this gospel is preached all over the world, what she has done will be told in memory of her.”","Mananukwo nimbagambira nti Enjiri enu herakagambirwaga hona omu nsi yona, neki omukazi onuna ekyakozire kiragambwaga okumuijukaga."
"The servant went back and told all this to his master. The master was furious and said to his servant, ‘Hurry out to the streets and alleys of the town, and bring back the poor, the crippled, the blind, and the lame.’ ","Nomuiru rubale yaija, yatebeza omukamawe ebigambo ebi. Kandi nyineka nubwo yakwasirwe ekiniga, yagambira omuiruwe rubale ati Turuka bwango, ogende omu makute nemihanda eyorubuga, otahye munu abesege nabaramaire nabafu bamaiso nabacumbagira. "
I praise you because you always remember me and follow the teachings that I have handed on to you. ,"Kandi nimbasima baitu nimuijuka ebyange byona, kandi nkokunabahaire ebyokwegesa, nukwo mubikwata muti. "
"Such teachings are spread by deceitful liars, whose consciences are dead, as if burnt with a hot iron. ",omu bugabya bwababiha ebisuba nibokebwa emitima yabu nkekyoma okukyokya; 
" He was circumcised later, and his circumcision was a sign to show that because of his faith God had accepted him as righteous before he had been circumcised. And so Abraham is the spiritual father of all who believe in God and are accepted as righteous by him, even though they are not circumcised. ","kandi akahebwa akokuro’raho akokusarwa, emanyikirizo eyokusarwa, emanyikirizo eyokuhiki’rakwe okwokuikiriza, okwakaba ayinakwo omu kutasarwa: nukwo abe isenkurubo bona abanyakuikiriza omu kubatekerezebwahoga: "
"Philip went and told Andrew, and the two of them went and told Jesus. ","Firipo yaija, yagambira Andereya: Andereya yaija na Firipo, bagambira Yesu. "
"For I tell you that Christ's life of service was on behalf of the Jews, to show that God is faithful, to make his promises to their ancestors come true, ","Baitu ningamba nti Kristo akaforwa habwamazima ga Ruhanga, okugumya emirago hali baisenkuru, "
" They know God, but they do not give him the honor that belongs to him, nor do they thank him. Instead, their thoughts have become complete nonsense, and their empty minds are filled with darkness. ","baitu obubamanyire Ruhanga, batamukuzige nka Ruhanga, nobukwakuba okumusim; baitu bakahimbisibwa obwokutera empaka zabu, kandi omutima gwabu omugwagwa gwakwatwa omuirima. "
The four angels were released; for this very hour of this very day of this very month and year they had been kept ready to kill a third of all the human race. ,"Bamaraika abana basumu'rwa abakaba batekanizibwe obwesaha nekiro nokwezi nomwaka, okuita okuhikya ekicweka ekyakasatu ekyabantu. "
" In our Law Moses commanded that such a woman must be stoned to death. Now, what do you say?” ",Kandi omu biragiro Musa akaturagira okubatera amabale abarukukora bati: Iwe nogamba ota haluwe? 
"There they tried to give him wine mixed with a drug called myrrh, but Jesus would not drink it. ",Bamuletara amarwa agajwanganizibwemu omubazi: baitu uwe atagaikirize. 
"But they shouted back, “Crucify him! Crucify him!”","baitu bakatoka nibagamba ngu Bamba ha muti, mubambe ha muti. "
"For those who are being lost, it is a deadly stench that kills; but for those who are being saved, it is a fragrance that brings life. Who, then, is capable for such a task? ",hali abo tuli kisorokoko ekiruga omu bwomezi ekireta obwomezi. Kandi noha arukusobora ebigambo ebi? 
Those of you who try to be put right with God by obeying the Law have cut yourselves off from Christ. You are outside God's grace. ,"Mubaganizibwemu na Kristo, inywe abarukugonza okuiibwaho omusango obwebiragiro; mugwire okuruga omu mbabazi. "
But don't be glad because the evil spirits obey you; rather be glad because your names are written in heaven.”,"Baitu eki mutalisisemere’rwa emizimu okubahu’ra; baitu nikyo musemere’rwe, amahanga ganyu okuhandikwa omu iguru. "
"When they arrived, he said to them, “You know how I spent the whole time I was with you, from the first day I arrived in the province of Asia. ","Inywe mumanyire inywenka, okuruga ekiro ekinabandizemu okulibata ekigere kyange omu Asiya, okunkaba ndi nainywe ebiro byona, "
 For no one is put right in God's sight by doing what the Law requires; what the Law does is to make us know that we have sinned.,baitu obwemirimo eyebiragiro busaho mubiri gwona guliihibwaho omusango omu maisoge: baitu omu biragiro nuho haruga okumanya ekibi. 
" Be happy with those who are happy, weep with those who weep. ",Musemererwe hamu nabo abanyakusemererwa; mu’re hamu nabo abanyaku’ra. 
"The teachers of the Law and the Pharisees brought in a woman who had been caught committing adultery, and they made her stand before them all. ","Abahandiki Nabafalisayo baleta omukazi oubakwasire nasihana: bamuta hagati, "
" Have the same concern for everyone. Do not be proud, but accept humble duties.","Mutekerezege hamu ebigambo ebimu, Mutata mutuma gwanyu ha bigambo ebikuru, baitu mugende nabo abatanyina obukuru. Mutaba bamagezi omu maiso ganyu inywenka. "
"Our High Priest is not one who cannot feel sympathy for our weaknesses. On the contrary, we have a High Priest who was tempted in every way that we are, but did not sin. ","Baitu titunyina nyakatagara omukuru atarukusobora okusali'rwa hamu naitwe obwobugara bwaitu; baitu akohebwa omu byona nkaitwe, kyonka akaba atanyina ekibi. "
The men who were taking Paul went with him as far as Athens and then returned to Berea with instructions from Paul that Silas and Timothy should join him as soon as possible.,"Baitu abo abasendekerize Paulo bakamuleta okuhika Asene: kandi obubaragwire okugambira Sira na Timoseo baije namberali nkokubalisobora bwango, bagenda."
and no longer hold on to Jewish legends and to human commandments which come from people who have rejected the truth. ,"no bomeere omukwikiriza, baleke kuhu’ra enganikyo zabayudaya, nebiragiro byabantu abarukuhinduka okuleka ama "
"those who deal in material goods, as though they were not fully occupied with them. For this world, as it is now, will not last much longer.",nabo abanyakukoza ebyomunsi babe nkabatabiloza kubi: baitu omulingo ogwensi enu nuguhwaho. 
"Once when large crowds of people were going along with Jesus, he turned and said to them, ",Kandi ebitebe bingi bikaba nibigenda nauwe: yahinduka nabagambira ati 
" And if some home or town will not welcome you or listen to you, then leave that place and shake the dust off your feet. ","Baitu omuntu wena atalibaikiriza, nobukwakuba okuhu’ra ebigambo byanyu, obumulituruka omunju egi, rundi omu rubuga orwo, mulikunkumura ecucu ha bigere byanyu. "
"I could, of course, put my trust in such things. If any of you think you can trust in external ceremonies, I have even more reason to feel that way. ","Nyowe nobundaba ninsobora okwesiga omubiri; omuntu ondi wena obwatekereza okwesiga omubiri, nyowe nim8ukira: "
" The stars fell down to the earth, like unripe figs falling from the tree when a strong wind shakes it. ",nenyunyuzi azahaiguru zagwa hansi: nkomutini okugukunkumura ebitagi byagwo omwingi. 
"Abraham said, ‘Your brothers have Moses and the prophets to warn them; your brothers should listen to what they say.’ ",Baitu Iburahimu yagamba ati Bayina Musa na 
" Once again he prayed, and the sky poured out its rain and the earth produced its crops.","Kandi yagaruka okusaba; iguru lyanaga enjura, nensi yameza ebyana byayo."
Then all the disciples left him and ran away.,"Kandi bona bamusiga, nibairuka."
"not with a lustful desire, like the heathen who do not know God. ","hatali omu mukoijo gwokwegomba, nka Bamahanga abatamanyire Ruhanga; "
"And so there is no division in the body, but all its different parts have the same concern for one another. ","nukwo haleke okubaho ekibaganizamu omu mubiri, baitu ebicweka bijunangane byonka na byonka. "
"As he rode on, people spread their cloaks on the road.","Obwakaba nagenda, baya’ra ebyokujwara byabu omu muhanda. "
"Our people must learn to spend their time doing good, in order to provide for real needs; they should not live useless lives.","ekintu kyona kyona. Kandi abowaitu bege okukozaga emirimo yona emirungi obwebirukutagibwa, bataba abatarukwana. "
" On our behalf Jesus has gone in there before us and has become a high priest forever, in the priestly order of Melchizedek.","nambere Yesu yatahiremu Omwebembezi habwaitu, obuyafokere nyakatagara omukuru owebiro nebiro, nkomulingo gwa Merekizedeka okuguli."
"and he asked them, “Whose face and name are these?”","Yabagambira ati Ekisisani kunu kyoha, nebihandikirweho byoha? "
Those who obey God's commands live in union with God and God lives in union with them. And because of the Spirit that God has given us we know that God lives in union with us.,"Kandi nyakukwata ebiragirobye aikara omuluwe, nauwe omuluwe. Nuho turukumanyira ngu aikara omulitwe Obwomwoyo oguyatuhaire."
" When one of you says, “I follow Paul,” and another, “I follow Apollos”—aren't you acting like worldly people?",Baitu omu obwagamba ati Nyowe ndi wa Paulo: nondi ati Nyowe wa Apolo: timukyalibantu kwonka? 
"“When you come to a town or village, go in and look for someone who is willing to welcome you, and stay with him until you leave that place. ","Orubuga rwona nambere murakatahamuga, rundi ekika kyona, muse’rege noha omuli abo asemera; nuho mulira’ra okuhikya obumulirugayo. "
"he said, “I will hear you when your accusers arrive.” Then he gave orders for Paul to be kept under guard in the governor's headquarters.","Ndihu'ra ebyomusango gwawe, abakulegere obubalikaija nabo: kandi yaragira okumulinda omu nju ya Herode."
The greatest in the Kingdom of heaven is the one who humbles himself and becomes like this child. ,"Nukwo wena aliculera nkomwana onu omuto, nuwe mukuru omu bukama obwomu iguru. "
"The believers who were scattered went everywhere, preaching the message. ","Kandi abo abatabaine, bagenda nibatebeza Ekigambo. "
"I assure you that many prophets and many of God's people wanted very much to see what you see, but they could not, and to hear what you hear, but they did not.","Baitu mananukwo nimbagambira nti Banabi baingi nabantu abahikirire baingi abagondeze okurora ebimurukorora, tibabirora: nokuhu’ra ebimurukuhu’ra, "
"In the same way, you too must be glad and share your joy with me.","kandi nainywe nukwo mururkusemererwa muti, nimusemere’rwa hamu nanyowe."
"They also went to offer a sacrifice of a pair of doves or two young pigeons, as required by the law of the Lord.","nokuhonga ekyonzira nko kukyahandikirwe omu biragiro bya Mukama ngu Enduka ibiri, rundi obuiba obuto bubiri. "
"Instead, be concerned above everything else with the Kingdom of God and with what he requires of you, and he will provide you with all these other things. ","Baitu mubanze muse’re obukamabwe, nokuhiki’rakwe, nebi byona mulibyongerwaho. "
It does not matter at all whether or not one is circumcised; what does matter is being a new creature. ,"Baitu mazimakwo obusarwa tikiri kintu, nobukwakuba okutasarwa, baitu ekihangirwe ekihyaka. "
"But Jesus would not let him. Instead, he told him, “Go back home to your family and tell them how much the Lord has done for you and how kind he has been to you.”","Baitu atamuikirirze, baitu akamugambira ati genda omuka yawe hali abowanyu, obagambire okubiri ebikuru Mukama ebyakukolire, kandi Okwakuganyire. "
